nombre_propietario,cedula,telefono,correo,direccion,placa,id,codigo_interno,fecha_registro,año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
Sebastián Cruz,763849266,3109578895,sebastián-cruz803@yahoo.com,"Transversal 20 #51-1, Villavicencio",XJQ178,2713,CDA-15005,12-07-2023,1996.0,804971,1000 cc,Dodge,eléctrico,tiptronic,RWD,público,RURAL,true,no,si,1,1,true,true,1
Mauricio Ruiz,969512102,3215787693,mauricio.ruiz13@outlook.com,"Circular 51 #36-81, Villavicencio",HJB989,1286,CDA-67975,15-01-2024,2011.0,195204,1000 cc,Volkswagen,gnv,automatica,awd,público,Mixto,true,true,yes,si,0,no,false,1
Lina Santana,1006342540,3223421747,lina.santana150@live.com,"Circular 120 #75-47, Cali",WOJ554,2338,CDA-26823,2018/01/05,2018.0,152239,1200,Nissan,hibrido,manul,4x4,Escolar,,false,0,0,false,no,,no,0
Sebastián Cruz,250955620,3503341657,sebastián-cruz557@outlook.com,"Carrera 36 #28-64, Pereira",EWV687,2358,CDA-89229,2023/09/15,2022.0,52150 km,3500,Hyundai,gas,Mecanica,4X4,taxi,suburbano,yes,0,no,1,0,no,1,1
Darío Acosta,1093123075,3012678004,daríoacosta59@gmail.com,"Transversal 18 #18-88, Pereira",RFW871,2929,CDA-55957,2023-02-24,2013.0,405194,3000,Kia,diesel,manul,RWD,Escolar,suburbano,no,,no,yes,0,no,no,1
Ernesto Pineda,650357649,3009657077,ernesto-pineda743@correo.com,"Transversal 89 #69-98, Armenia",KVC295,1592,CDA-65905,2022/07/30,2023.0,3089 km,2400 cc,Nissan,GNV,autom,4x2,publico,suburbano,no,0,no,0,0,0,0,0
Ricardo Peña,202029769,3045126224,ricardo.peña989@correo.com,"Calle 120 #66-97, Bogotá",PRO514,2131,CDA-99199,2023-12-12,2018.0,169.731 km,2500,Mitsubishi,Electrico,manul,4X2,publico,suburbano,no,0,,no,,yes,no,0
Viviana Suárez,1055362900,3021919227,vivianasuárez177@live.com,"Diagonal 42 #46-15, Cali",MQM-679,698,CDA-13027,11-10-2019,2014.0,93699,2000 cc,Nissan,Gas,Tiptronic,4X4,PARTICULAR,Urbano,no,,1,false,true,no,si,1
Fabio Arévalo,431076587,3189857785,fabio-arévalo401@hotmail.com,"Diagonal 37 #85-88, Medellín",EVR873,2752,CDA-55976,2021-07-20,2019.0,110k,1500 cc,Fiat,diesel,semiautomatica,awd,PARTICULAR,urbano,false,false,si,false,no,,false,0
Lina Santana,114090545,3188712448,linasantana775@yahoo.com,"Calle 11 #52-41, Cali",CFR055,349,CDA-12686,2020/03/07,2023.0,19.611 km,2200cc,Mitsubishi,nafta,semiautomatica,4x4,escolar,mixto,0,false,false,0,0,no,false,0
María López,420992813,3505888759,maría.lópez455@live.com,"Diagonal 78 #43-34, Montería",TVH581,2324,CDA-62697,07-01-2023,2005.0,713615,2400cc,Honda,Gas,Manual,4X2,Taxi,Suburbano,1,no,false,si,yes,false,1,1
Roberto Nieto,721602272,3152804879,roberto-nieto673@hotmail.com,"Calle 97 #24-58, Bucaramanga",YAV883,2578,CDA-10997,,2016.0,155k,1500,Nissan,GNV,Automática,fwd,Particular,urbano,false,0,false,false,no,1,true,1
Felipe Ramos,808226003,3247674462,felipe-ramos380@yahoo.com,"Calle 93 #67-17, Manizales",XVK-164,2669,CDA-31173,2024/11/14,2003.0,611987,1100cc,Fiat,Híbrido,Manual,AWD,TAXI,Mixto,yes,si,no,0,0,false,no,1
José Hernández,872650642,3161038939,josé-hernández969@hotmail.com,"Transversal 78 #21-6, Cúcuta",KMM875,2678,CDA-74227,2023-01-30,2000.0,191.001,,Dodge,Gasolina,mecánica,AWD,Particular,Suburbano,no,false,1,si,0,true,no,0
Camilo Rojas,401546176,3224544195,camilo.rojas12@gmail.com,"Avenida 75 #45-19, Pereira",BAT389,1138,CDA-82617,28/11/2024,2015.0,142136,3500,Suzuki,Electrico,tiptronic,FWD,publico,Urbano,,0,false,no,no,yes,no,0
Sandra Castro,523526455,3136440665,sandra.castro974@hotmail.com,"Calle 100 #7-73, Pereira",EVY-206,2113,CDA-29625,06/05/2023,2002.0,556751,1600,Fiat,Híbrido,Tiptronic,4x4,taxi,URBANO,,no,no,si,false,,,1
Omar Leal,728199704,3185236650,omar.leal197@live.com,"Avenida 26 #46-6, Barranquilla",KYW166,2805,CDA-83927,25-10-2020,2010.0,339976 km,1500,Mitsubishi,Gas,mecánica,4x4,Taxi,mixto,1,true,false,true,1,0,true,1
Alejandro Zapata,203139090,3003927239,alejandro_zapata33@correo.com,"Transversal 7 #63-45, Bucaramanga",LEO317,3114,CDA-19928,2021-05-15,2009.0,238.9k km,2200 cc,Fiat,GASOLINA,autom,RWD,Escolar,suburbano,no,no,no,si,false,,no,1
Esperanza Vega,697505147,3236344600,esperanzavega591@correo.com,"Diagonal 31 #10-49, Barranquilla",JUT641,3098,CDA-83986,20/08/2022,2003.0,,4000 cc,Renault,gasolina,autom,4x2,Taxi,mixto,si,0,1,no,0,no,no,1
Omar Leal,255704199,3162960838,omar-leal671@yahoo.com,"Transversal 14 #20-8, Ibagué",DIR 764,1712,CDA-90416,2020/10/21,2011.0,313262,1500,Honda,gas,cvt,fwd,PUBLICO,mixto,true,no,false,0,0,false,0,0
Adriana Parra,772096036,3027477337,adriana-parra53@live.com,,DYO521,1340,CDA-42655,2023-09-17,2004.0,525562 km,2500 cc,Nissan,Gasolina,manul,4x4,publico,Rural,,0,no,no,yes,1,no,1
Natalia Reyes,700180110,3134053885,,"Circular 19 #53-48, Cali",ABN494,2906,CDA-50382,2021-08-15,1995.0,532.950 km,1400,mazda,GAS,autom,,particular,Urbano,si,0,no,yes,false,si,true,1
Claudia Vargas,,3106683046,claudiavargas198@live.com,,WBW880,454,CDA-83260,07-01-2019,2005.0,328095 km,4000,Peugeot,Híbrido,autom,4X2,Particular,Rural,true,0,0,,si,yes,0,1
Adriana Parra,620813676,3505860335,adriana-parra229@correo.com,"Circular 8 #15-7, Cartagena",YMU027,914,CDA-81779,2019/02/13,1995.0,1068096,4000,Hyundai,gasolina,manual,FWD,publico,Rural,1,yes,si,false,si,yes,true,1
Catalina Ortiz,475336099,3139248942,catalina_ortiz889@hotmail.com,"Calle 51 #60-27, Ibagué",QKI023,2367,CDA-45839,12/01/2022,1999.0,524537,1800 cc,Nissan,hibrido,Manual,FWD,Taxi,urbano,true,no,0,yes,true,true,false,1
Patricia Mejía,775984525,3014525707,patricia.mejía931@live.com,"Circular 81 #77-49, Cali",SLR 708,1200,CDA-88039,2021/12/27,2000.0,845545 km,2400 cc,Volkswagen,gnv,AUTOMATICA,FWD,público,mixto,yes,1,0,no,no,0,false,1
,634172954,3162105130,yolanda_cárdenas800@gmail.com,"Diagonal 43 #61-66, Armenia",QGJ869,1275,CDA-61605,2024-07-22,2016.0,272k,3000,Suzuki,GNV,tiptronic,4X4,TAXI,Suburbano,no,no,no,0,no,0,false,0
Patricia Mejía,450938785,3116627657,patricia_mejía440@hotmail.com,"Calle 76 #31-40, Montería",NYH682,2568,CDA-68684,2019/10/09,2017.0,125510,2500cc,Dodge,nafta,Mecanica,4X4,Particular,RURAL,0,no,false,false,no,false,no,0
Gustavo Barrera,929481768,3054466502,gustavo.barrera584@yahoo.com,"Transversal 69 #22-42, Pasto",OYN-981,38,CDA-17770,04/06/2019,2019.0,51512,3000cc,Mitsubishi,hibrido,Tiptronic,4X2,Carga,mixto,false,no,0,no,no,0,no,1
Omar Leal,1039015608,3006977037,omar_leal38@yahoo.com,"Transversal 113 #7-8, Cúcuta",KIY 086,975,CDA-29136,16/09/2020,2001.0,298820,3000,Fiat,GNV,CVT,fwd,PARTICULAR,urbano,yes,1,no,1,no,yes,0,1
Yolanda Cárdenas,1072771428,3137370610,yolanda.cárdenas429@yahoo.com,"Carrera 23 #48-17, Armenia",YCB387,3044,CDA-46127,2021-05-23,1996.0,747.085,1400,Mazda,Gas,cvt,4x4,Escolar,Suburbano,,no,si,1,true,,no,1
Iván Salcedo,296072599,3509273027,,"Circular 110 #48-48, Cartagena",QVA803,984,CDA-78784,2024-09-06,2009.0,369632,4000 cc,Suzuki,DIESEL,manul,RWD,Carga,URBANO,false,0,false,false,false,no,no,1
Yolanda Cárdenas,599471753,3509795876,yolanda-cárdenas189@gmail.com,"Calle 90 #61-87, Barranquilla",RWN808,1250,CDA-31090,2023-08-17,1995.0,187536,2250,Ford,Electrico,Mecanica,4X4,Publico,Suburbano,yes,yes,no,si,0,yes,1,1
Mónica Aguirre,293468367,3174457987,mónica_aguirre628@live.com,"Diagonal 95 #63-45, Villavicencio",CXY607,2663,CDA-77475,2021-02-16,2018.0,106k,1500,Suzuki,GSL,Mecanica,RWD,Particular,Urbano,no,no,no,1,no,false,,0
Natalia Reyes,423362461,3224543122,natalia_reyes467@correo.com,"Avenida 40 #43-81, Manizales",JFG017,1419,CDA-69526,2024/09/22,2014.0,218k,1300,Kia,GAS,manual,rwd,Particular,Mixto,no,false,no,no,0,no,0,1
Gustavo Barrera,652471447,3182475901,gustavobarrera176@hotmail.com,"Circular 107 #42-78, Medellín",ATX623,1285,CDA-59808,2024/06/30,2010.0,267k,1300,Kia,nafta,CVT,4X2,publico,URBANO,no,no,no,no,true,true,no,0
Camilo Rojas,440493047,3057275253,camilo-rojas223@outlook.com,"Calle 73 #35-20, Cali",JOX 548,2006,CDA-30291,16/12/2022,2014.0,342414,1200,Fiat,GNV,manul,awd,publico,suburbano,,0,false,true,no,yes,false,1
Carlos Martínez,225747198,3047442986,carlosmartínez323@hotmail.com,"Circular 11 #32-71, Ibagué",PUR863,40,CDA-61347,12/08/2018,2005.0,503052,2200,Mitsubishi,,autom,fwd,carga,urbano,yes,0,no,no,0,si,no,1
Ricardo Peña,373462472,3151744653,ricardo-peña816@yahoo.com,"Transversal 19 #62-15, Cúcuta",QBM-648,1487,CDA-95518,04/11/2018,1997.0,387780 km,3500,Mitsubishi,Híbrido,AUTOMATICA,FWD,PUBLICO,Urbano,si,0,0,false,no,1,no,1
Patricia Díaz,670256653,3199852807,patricia-díaz467@live.com,"Calle 12 #32-34, Cali",FXY-401,2109,CDA-54340,2024/06/28,2016.0,180282,3500,Hyundai,gasolina,Mecanica,RWD,publico,RURAL,false,no,0,false,si,1,no,1
Sebastián Cruz,1003084967,3506337828,sebastián-cruz19@correo.com,"Calle 79 #37-94, Pasto",LKP545,170,CDA-68246,06/08/2023,2015.0,174122,1600,Mitsubishi,eléctrico,CVT,rwd,escolar,urbano,true,no,yes,false,false,yes,false,1
Mauricio Ruiz,430665570,3211864812,mauricio.ruiz310@yahoo.com,"Transversal 41 #15-17, Bogotá",QVL392,1356,CDA-66479,2020-01-01,1995.0,96868 km,3500,Suzuki,eléctrico,automatica,4x4,particular,RURAL,true,0,1,true,,yes,0,1
Omar Leal,851984885,3173687227,omar-leal414@hotmail.com,"Transversal 8 #85-48, Montería",CJQ093,738,CDA-68232,2019/11/03,2006.0,582663,1850,Volkswagen,DIESEL,manul,FWD,público,RURAL,no,no,false,si,no,0,yes,1
Mauricio Ruiz,313593626,3157604301,mauricioruiz633@outlook.com,"Calle 20 #14-13, Barranquilla",CXO 899,1898,CDA-15548,2024-12-10,2003.0,466072,3500,Peugeot,GSL,Mecanica,4X2,Particular,Rural,true,0,false,true,no,1,false,1
Laura García,117456167,3221505597,laura.garcía925@gmail.com,"Calle 107 #96-21, Pereira",VOU208,2963,,2024/08/05,2010.0,294457,1100,Toyota,eléctrico,CVT,4x2,Carga,RURAL,si,,no,,no,0,0,1
Lina Santana,359987647,3205154969,lina-santana259@gmail.com,"Circular 98 #12-94, Pereira",OKK 265,1673,CDA-35849,07/07/2020,2009.0,198556,1500,Suzuki,,AUTOMATICA,AWD,PARTICULAR,suburbano,false,true,no,false,no,si,false,1
Omar Leal,445830097,3052385966,omar.leal39@outlook.com,"Transversal 77 #39-61, Pereira",TUX444,1565,CDA-28484,10-02-2018,2018.0,183157,2400cc,Toyota,gnv,automatica,4x4,Publico,Suburbano,0,0,false,no,0,0,no,1
Claudia Vargas,537961352,3135706796,claudia-vargas189@correo.com,"Circular 78 #89-3, Manizales",,2175,CDA-37288,2018-06-12,2013.0,206100,1600,Nissan,hibrido,cvt,4x2,taxi,Mixto,no,si,true,no,false,0,false,1
Héctor Montoya,483265674,3225705112,héctormontoya466@correo.com,"Avenida 39 #87-7, Medellín",YTQ 756,635,CDA-53770,23-10-2021,2021.0,52227 km,3500,Fiat,gas,Manual,rwd,escolar,URBANO,0,0,0,no,no,false,false,1
Omar Leal,1091658525,3167580424,omar_leal96@hotmail.com,"Circular 17 #73-27, Bucaramanga",JZY864,2908,CDA-59693,,2006.0,178.5k km,1300 cc,Dodge,Híbrido,MANUAL,4X2,particular,suburbano,,0,,no,true,1,no,0
Adriana Parra,918669576,3206477295,adrianaparra649@outlook.com,"Avenida 109 #62-4, Medellín",BXK619,2185,CDA-86613,2021/06/04,2002.0,185.042,3550,Mazda,Gas,CVT,4X2,Publico,Mixto,true,no,false,no,no,no,0,1
Alejandro Zapata,160884592,3006306935,alejandro-zapata419@correo.com,"Carrera 71 #17-7, Cartagena",MER053,1641,CDA-99758,31-10-2024,2002.0,553996,2200,Mazda,gas,CVT,4X2,carga,mixto,0,yes,true,true,no,no,,1
Ricardo Peña,643535279,3183623252,ricardo.peña602@live.com,"Transversal 25 #45-66, Villavicencio",EQZ432,1291,CDA-89099,2021-11-28,2015.0,251229 km,1100,Mazda,Diesel,mecánica,rwd,Publico,Rural,no,1,true,false,1,false,no,1
Luis Rodríguez,952002107,3163475089,luis_rodríguez773@gmail.com,"Diagonal 111 #20-31, Ibagué",DHO526,3189,CDA-20240,16/06/2024,1995.0,551.530 km,1100,Hyundai,gasolina,automatica,FWD,PARTICULAR,suburbano,no,si,no,true,true,yes,true,0
Catalina Ortiz,911638061,3213427625,catalina_ortiz214@outlook.com,"Carrera 68 #82-97, Medellín",HXK226,1381,CDA-19898,2022/09/08,2008.0,481k,1450,Nissan,nafta,mecánica,4x4,escolar,suburbano,no,true,yes,si,0,0,no,1
Xiomara Pacheco,607658064,3194880735,xiomara.pacheco229@hotmail.com,"Circular 33 #74-35, Manizales",VIA880,580,CDA-56671,11/09/2023,2009.0,503672,1100 cc,Dodge,,Mecanica,4X4,taxi,Rural,no,no,0,no,si,,false,0
Catalina Ortiz,1092365519,3029613285,catalina-ortiz931@hotmail.com,"Transversal 83 #70-84, Cartagena",RZH 306,329,CDA-43478,2022/02/24,1999.0,742022,2100,Toyota,GAS,Tiptronic,fwd,escolar,Rural,si,0,false,true,1,si,true,1
Jhon Morales,333758080,3233054036,jhonmorales741@outlook.com,"Calle 77 #27-48, Montería",MEN862,2004,CDA-98274,26-03-2019,2011.0,294973,1300,Ford,Diesel,Tiptronic,RWD,escolar,URBANO,no,no,si,no,si,true,false,1
Sebastián Cruz,171194497,3215193096,sebastián.cruz33@live.com,"Transversal 92 #77-70, Medellín",TMB120,893,CDA-43163,01/08/2020,2003.0,693001,3450,Fiat,gas,MANUAL,,carga,suburbano,false,false,0,si,,false,0,1
Roberto Nieto,376360954,3243672000,robertonieto893@hotmail.com,"Calle 102 #40-74, Montería",NAI029,1144,CDA-18786,2022/10/25,2020.0,103767,2400,Toyota,GASOLINA,CVT,AWD,escolar,Suburbano,false,no,0,,no,0,0,1
Marcela Fuentes,615057211,3233169556,marcela_fuentes177@live.com,"Circular 87 #31-1, Pereira",OSW-501,781,CDA-10565,09/10/2023,2024.0,0k,1500,Kia,DIESEL,AUTOMATICA,4X4,Particular,Suburbano,false,0,0,false,yes,false,no,0
José Hernández,857504239,3146274105,josé_hernández720@live.com,"Transversal 114 #76-70, Pereira",CPF 531,1916,CDA-11996,04/07/2019,2021.0,62.789,2350,Suzuki,hibrido,autom,4X2,PUBLICO,RURAL,0,no,,true,no,,no,0
Gloria Mendoza,107986528,3184712966,gloria-mendoza549@hotmail.com,"Calle 79 #79-43, Cali",ASU-079,160,CDA-95843,12-05-2020,2008.0,287271,1650,Honda,diesel,Tiptronic,4X4,particular,URBANO,no,no,0,no,,true,no,1
Xiomara Pacheco,867100241,3185482884,xiomarapacheco444@hotmail.com,"Circular 99 #19-2, Bucaramanga",JUN-426,1892,CDA-18451,15/11/2021,1995.0,726396 km,4000,Toyota,nafta,CVT,4x2,escolar,URBANO,false,0,1,0,yes,no,,1
Luis Rodríguez,764333828,3175612742,luis-rodríguez905@outlook.com,"Avenida 78 #35-22, Ibagué",UJN174,2017,CDA-34221,2023-02-17,1996.0,2958,1050,Fiat,gnv,Manual,4x4,Particular,RURAL,1,0,si,no,si,yes,1,1
Omar Leal,1084682874,3216746861,omar_leal210@live.com,"Carrera 30 #29-60, Manizales",TVM563,2556,CDA-29996,2023-02-22,2001.0,667.2k km,1500,Toyota,Gas,autom,rwd,taxi,Mixto,,1,true,false,0,0,0,1
Alejandro Zapata,749499534,3173316405,alejandro.zapata766@hotmail.com,"Circular 21 #13-28, Cúcuta",IOS719,62,CDA-29048,2024/09/24,2002.0,519.366 km,2200,Peugeot,gnv,Automatio,fwd,carga,urbano,1,1,true,yes,yes,no,no,1
Yolanda Cárdenas,858544207,3175981076,yolanda.cárdenas450@hotmail.com,"Diagonal 115 #50-89, Bogotá",JSB277,850,CDA-59315,06/10/2024,2013.0,138715,1200,Mitsubishi,Electrico,Automatio,4X2,particular,Rural,0,0,no,no,true,,si,0
Mónica Aguirre,265088779,3026677128,mónicaaguirre807@gmail.com,"Circular 20 #32-18, Pereira",KBN457,2345,CDA-97914,2019-06-25,1998.0,230k,1300,Honda,GNV,tiptronic,4X4,publico,RURAL,0,,false,si,0,true,no,1
Omar Leal,670741061,3231100885,omar_leal421@gmail.com,"Calle 18 #72-9, Armenia",CBQ660,3177,CDA-37442,25/07/2018,2003.0,176k,1400,Mazda,eléctrico,Manual,rwd,Particular,rural,0,no,si,false,1,yes,no,1
Ernesto Pineda,635217900,3176640932,ernesto-pineda169@yahoo.com,"Circular 80 #79-6, Cúcuta",UUV384,1964,CDA-56471,2024-07-14,2015.0,268k,1600 cc,Kia,gnv,mecánica,,Taxi,urbano,no,no,false,false,no,false,no,0
Gloria Mendoza,973474485,3217327011,gloria.mendoza257@gmail.com,"Avenida 37 #56-56, Bucaramanga",ZZL631,1597,CDA-39111,2018/03/22,2012.0,213434,1800,Suzuki,Diesel,AUTOMATICA,rwd,particular,suburbano,no,0,no,no,si,false,false,1
Mónica Aguirre,1004658849,3048436777,mónica_aguirre289@yahoo.com,"Transversal 64 #57-85, Cartagena",GVB170,1777,CDA-41127,24-02-2021,2002.0,449058,2500,Volkswagen,gasolina,Tiptronic,,escolar,Rural,no,no,0,0,1,true,1,1
Patricia Díaz,1004151184,3051780027,patricia-díaz579@outlook.com,"Calle 81 #11-54, Villavicencio",DDI998,1044,CDA-61848,2023/07/24,1997.0,667202 km,2400,Ford,gasolina,autom,rwd,Taxi,RURAL,yes,1,1,1,1,true,no,1
Lina Santana,919515651,3165983888,,"Carrera 84 #7-27, Villavicencio",BWP265,2741,CDA-69432,2022/09/15,2000.0,674.675 km,1900,Renault,GSL,,awd,Escolar,Suburbano,,1,yes,no,yes,0,false,1
Laura García,1073538382,3246492505,laura-garcía798@correo.com,"Circular 4 #34-60, Neiva",PHL 819,1545,CDA-86657,29/12/2024,2007.0,348217,2000,Volkswagen,,CVT,awd,Publico,Suburbano,yes,true,no,false,no,0,yes,1
Sandra Castro,128759388,,sandracastro441@yahoo.com,"Diagonal 14 #47-8, Neiva",OYZ-507,2195,CDA-93091,2024/11/20,2012.0,,1400,Honda,gnv,Mecanica,4X2,PARTICULAR,rural,true,yes,0,false,si,0,0,1
Diana Herrera,674779172,3214594999,diana.herrera113@live.com,"Circular 96 #67-33, Cúcuta",DSZ870,1974,CDA-63677,2020/10/10,2003.0,555.670,4000 cc,Volkswagen,GSL,autom,4x4,escolar,rural,yes,yes,yes,1,false,no,no,1
Mónica Aguirre,1092093078,3013876240,mónicaaguirre687@live.com,"Carrera 79 #81-98, Neiva",HDM572,1071,CDA-23669,19/04/2020,1996.0,414088,1300 cc,Honda,gasolina,cvt,rwd,Particular,urbano,false,false,,1,1,no,no,1
Lina Santana,205196703,3246110305,lina-santana671@correo.com,"Avenida 47 #7-29, Armenia",OQM-671,54,CDA-54742,10-04-2021,1995.0,858039,1200cc,Chevrolet,GSL,Automática,FWD,Escolar,URBANO,yes,0,,no,yes,yes,yes,1
Sebastián Cruz,529417178,3051542855,sebastián_cruz166@gmail.com,"Avenida 64 #80-31, Cali",QZL325,3174,CDA-73090,15-04-2018,2018.0,184k,2500,Volkswagen,Gas Natural,manul,awd,taxi,Urbano,false,no,no,0,false,no,no,0
Camilo Rojas,235703887,3159534592,camilo.rojas609@gmail.com,"Transversal 61 #93-76, Cartagena",QXV-872,3170,CDA-72008,,1997.0,354.460,1500cc,Peugeot,Gas Natural,Mecanica,4X4,particular,Mixto,yes,si,no,,no,0,0,1
Luis Rodríguez,47510632,3054182050,luis_rodríguez557@hotmail.com,"Carrera 24 #11-54, Neiva",NLS-975,1798,CDA-88954,04/07/2022,1997.0,513804 km,1000 cc,Chevrolet,Gas,Manual,4X2,escolar,Mixto,false,true,false,false,yes,no,yes,1
Luis Rodríguez,1097662424,3142080611,luis_rodríguez642@live.com,"Carrera 84 #44-79, Ibagué",YJT235,259,CDA-19261,2022/07/28,2010.0,237960 km,1600,Fiat,gasolina,MANUAL,RWD,particular,mixto,false,false,0,,si,0,0,1
Diana Herrera,949230098,3028784213,diana-herrera335@correo.com,"Calle 89 #16-77, Ibagué",ZUX424,506,CDA-65168,20/11/2019,2008.0,341544,1400,Mazda,hibrido,tiptronic,RWD,TAXI,mixto,false,,no,0,yes,no,no,0
Catalina Ortiz,22827272,3215713889,catalina_ortiz781@gmail.com,"Diagonal 12 #87-49, Ibagué",RKE855,753,CDA-95823,10/08/2020,1998.0,459k,4000 cc,Suzuki,GAS,automatica,4x4,público,urbano,yes,si,,yes,true,,si,1
Esperanza Vega,539529492,,esperanzavega690@outlook.com,"Calle 114 #36-56, Pereira",NPY689,2224,CDA-44372,06-02-2020,2019.0,118204,1400,Hyundai,Diesel,manual,fwd,escolar,Urbano,no,no,0,no,si,no,0,0
Luis Rodríguez,302509846,3237904546,luis_rodríguez276@hotmail.com,"Calle 91 #54-33, Villavicencio",ACP-765,218,CDA-97952,14/06/2018,2020.0,92895,2400,Nissan,GSL,Manual,4X2,PUBLICO,,no,1,si,no,true,no,no,1
Fabio Arévalo,616574898,3102350212,fabio_arévalo584@outlook.com,"Transversal 115 #83-27, Montería",SDD-337,825,CDA-24533,2023/10/24,1995.0,628103 km,3500,Renault,GSL,CVT,rwd,taxi,Mixto,no,yes,false,yes,no,true,no,1
Natalia Reyes,302014362,3054583473,,"Calle 39 #56-27, Manizales",VUS 544,1861,CDA-72935,2018-02-11,2015.0,215.934,1100,TOYOTA,Electrico,tiptronic,AWD,taxi,Suburbano,no,no,0,false,no,no,0,0
Mauricio Ruiz,295213813,3154199451,mauricioruiz578@yahoo.com,"Diagonal 98 #56-37, Ibagué",UNL325,3085,CDA-12047,03-06-2024,2023.0,23.606,1600,Peugeot,gnv,mecánica,awd,Carga,Urbano,0,0,no,0,false,no,false,0
Patricia Díaz,987112577,3248359910,patricia.díaz253@hotmail.com,"Avenida 67 #71-87, Pereira",COC375,2502,CDA-23363,2021-10-09,2009.0,290.352,2400,Chevrolet,Gas,tiptronic,fwd,particular,RURAL,no,true,true,no,yes,0,false,1
Patricia Díaz,419385151,3232783423,patriciadíaz330@gmail.com,"Circular 2 #35-33, Bucaramanga",QMB698,1390,CDA-41404,2022/05/08,1995.0,561.131,1200,Hyundai,GSL,Automatio,,taxi,suburbano,yes,0,true,true,si,false,no,1
Ana Gómez,103456986,3015579368,ana.gómez149@correo.com,"Transversal 84 #52-10, Villavicencio",FPZ-272,1934,CDA-38540,2024/08/04,2012.0,290464,2200,Dodge,DIESEL,manual,awd,carga,Suburbano,0,yes,1,0,0,no,0,1
Lina Santana,418124751,3011367852,lina_santana694@outlook.com,"Transversal 63 #7-36, Medellín",MYQ 220,1267,CDA-65193,09/01/2024,2016.0,193.326,2300,Nissan,GSL,tiptronic,RWD,carga,URBANO,si,false,1,,no,no,,1
Catalina Ortiz,209817039,3195891986,catalina.ortiz425@gmail.com,"Avenida 39 #59-70, Cartagena",SJF601,2708,CDA-52623,29/06/2024,2002.0,553.944,1450,Kia,Gasolina,semiautomatica,awd,público,rural,false,true,true,,0,true,no,1
Camilo Rojas,229050175,3224713735,camilorojas731@correo.com,"Circular 101 #1-86, Pereira",KIT886,2179,CDA-25591,22/12/2024,,120k,2000,Mitsubishi,gnv,AUTOMATICA,FWD,escolar,suburbano,0,no,true,yes,no,no,0,1
Ricardo Peña,297084212,3104821905,ricardo.peña945@outlook.com,"Calle 74 #1-32, Neiva",SCT938,1599,CDA-66175,23/07/2019,1995.0,437.713 km,1200,Toyota,hibrido,manual,RWD,PARTICULAR,urbano,0,no,true,si,1,0,,0
Darío Acosta,658422129,3243986448,darío.acosta663@gmail.com,"Carrera 20 #87-9, Medellín",FKW 136,2998,CDA-14392,29-10-2018,2009.0,235301,3500,Mazda,Gas Natural,CVT,4X2,escolar,Mixto,true,si,yes,0,0,0,true,1
Ingrid Bermúdez,352721576,3058149852,ingrid-bermúdez270@correo.com,"Calle 88 #80-15, Bogotá",EFX303,1608,CDA-18650,12-05-2018,2024.0,0k,1800,Peugeot,eléctrico,cvt,FWD,TAXI,urbano,no,0,,0,no,0,0,0
Catalina Ortiz,649851960,3161479621,catalina_ortiz720@yahoo.com,"Carrera 91 #93-12, Cartagena",KGE669,2562,CDA-55539,2020/01/01,2001.0,589.781,1500 cc,Peugeot,DIESEL,autom,AWD,taxi,Urbano,true,true,yes,true,si,1,si,1
Mauricio Ruiz,760961389,3228717767,mauricio-ruiz261@correo.com,"Calle 93 #6-65, Cúcuta",GZX-206,772,CDA-31441,18/12/2022,2007.0,353k,2400cc,Mitsubishi,Diesel,MANUAL,RWD,Publico,urbano,yes,yes,no,true,no,no,no,1
Ernesto Pineda,179165362,3113936890,ernesto_pineda607@live.com,"Circular 48 #22-28, Pasto",WMT 403,3080,CDA-17237,2024/09/07,2020.0,92.544,1400,Mitsubishi,GAS,CVT,,TAXI,RURAL,,no,false,0,no,1,,1
Alejandro Zapata,694644696,3055202472,alejandro_zapata156@correo.com,"Calle 95 #79-57, Neiva",YVB-227,3049,CDA-30582,28-10-2019,2003.0,592014,3500cc,Mitsubishi,Gasolina,Mecanica,,PUBLICO,suburbano,no,true,si,no,0,false,0,1
Roberto Nieto,940200732,3138050427,roberto_nieto534@gmail.com,"Circular 91 #46-86, Cali",EXH468,1177,CDA-31655,30/12/2024,1996.0,206687,1100,Mazda,Híbrido,cvt,AWD,Particular,suburbano,si,1,1,si,false,false,,1
Claudia Vargas,1073245681,3139198005,claudia_vargas173@correo.com,"Carrera 50 #56-39, Medellín",SIR 701,2947,CDA-15422,06/12/2021,2019.0,128195,3500,Honda,,Automática,RWD,taxi,rural,false,1,0,false,no,no,no,1
